requirement_id,source_document,source_location,priority,domain,screen_code,stitch_instance_code,route_or_overlay,user_role,state,acceptance_criteria,implementation_file,API_endpoint,DB_table_or_migration,unit_test,integration_test,E2E_test,visual_reference,visual_test,accessibility_test,staging_evidence,Android_evidence,status,blocker,evidence_path,commit_sha
STITCH-023,stitch_salary_hijacking_design_system_classified.zip,SCR-022-V001__profile-settings,P1,사용자,SCR-022,SCR-022-V001,/my/profile,user,DEFAULT,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT,features/my/screens/ProfileSettingsScreen.tsx,,,,,,zip:SCR-022-V001__profile-settings/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-024,stitch_salary_hijacking_design_system_classified.zip,MOD-010-V001__withdrawal-final-confirm,P1,모달,MOD-010,MOD-010-V001,overlay,user,CONFIRM,modal must be implemented as native production route/state/overlay without WebView or PNG background; action=EXTRACT_AS_REUSABLE_DIALOG,features/my/components/AccountWithdrawalDialog.tsx,,,,,,zip:MOD-010-V001__withdrawal-final-confirm/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-025,stitch_salary_hijacking_design_system_classified.zip,SCR-016-V002__offline-cached-routine,P1,레벨업,SCR-016,SCR-016-V002,/lv-up/health,user,OFFLINE,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=MERGE_AS_PARENT_SCREEN_STATE,features/lv-up/screens/HealthLvUpScreen.tsx,,,,,,zip:SCR-016-V002__offline-cached-routine/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-026,stitch_salary_hijacking_design_system_classified.zip,SCR-025-V001__overview,P1,레벨업,SCR-025,SCR-025-V001,/my/lv-up,user,DEFAULT,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT,features/my/screens/MyLvUpScreen.tsx,,,,,,zip:SCR-025-V001__overview/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-027,stitch_salary_hijacking_design_system_classified.zip,SCR-006-V002__refund-processing,P1,지출,SCR-006,SCR-006-V002,/expenses/:expenseId?,user,EDIT,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT,features/expenses/screens/ExpenseFormScreen.tsx,,,,,,zip:SCR-006-V002__refund-processing/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-028,stitch_salary_hijacking_design_system_classified.zip,BS-006-V001__comment-report-reason,P1,바텀시트,BS-006,BS-006-V001,overlay,user,INPUT,bottom_sheet must be implemented as native production route/state/overlay without WebView or PNG background; action=EXTRACT_AS_REUSABLE_BOTTOM_SHEET,features/community/components/ReportReasonBottomSheet.tsx,,,,,,zip:BS-006-V001__comment-report-reason/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-029,stitch_salary_hijacking_design_system_classified.zip,SCR-008-V001__current-plan-summary,P1,계획,SCR-008,SCR-008-V001,/plan,user,DEFAULT,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT,features/plan/screens/PlanScreen.tsx,,,,,,zip:SCR-008-V001__current-plan-summary/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-030,stitch_salary_hijacking_design_system_classified.zip,SCR-020-V002__comment-delete-confirm,P1,커뮤니티,SCR-020,SCR-020-V002,/community/posts/:postId/comments,user,CONFIRM,modal must be implemented as native production route/state/overlay without WebView or PNG background; action=EXTRACT_AS_REUSABLE_DIALOG,features/community/screens/CommentThreadScreen.tsx,,,,,,zip:SCR-020-V002__comment-delete-confirm/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-031,stitch_salary_hijacking_design_system_classified.zip,SCR-028-V001__terms-consent,P1,정책,SCR-028,SCR-028-V001,/terms,user,CONSENT,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT,features/policy/screens/TermsConsentScreen.tsx,,,,,,zip:SCR-028-V001__terms-consent/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-032,stitch_salary_hijacking_design_system_classified.zip,SCR-016-V003__health-home,P1,레벨업,SCR-016,SCR-016-V003,/lv-up/health,user,DEFAULT,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT,features/lv-up/screens/HealthLvUpScreen.tsx,,,,,,zip:SCR-016-V003__health-home/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-033,stitch_salary_hijacking_design_system_classified.zip,SCR-024-V001__loading-skeleton,P1,사용자,SCR-024,SCR-024-V001,/my/posts,user,LOADING,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=MERGE_AS_PARENT_SCREEN_STATE,features/my/screens/MyPostsScreen.tsx,,,,,,zip:SCR-024-V001__loading-skeleton/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-034,stitch_salary_hijacking_design_system_classified.zip,SCR-006-V003__add-expense,P1,지출,SCR-006,SCR-006-V003,/expenses/:expenseId?,user,ADD,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT,features/expenses/screens/ExpenseFormScreen.tsx,,,,,,zip:SCR-006-V003__add-expense/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-035,stitch_salary_hijacking_design_system_classified.zip,SCR-019-V001__compose-with-attachments,P1,커뮤니티,SCR-019,SCR-019-V001,/community/write,user,UPLOADING,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT,features/community/screens/PostComposeScreen.tsx,,,,,,zip:SCR-019-V001__compose-with-attachments/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-036,stitch_salary_hijacking_design_system_classified.zip,SCR-009-V001__saving,P1,계획,SCR-009,SCR-009-V001,/plan/fixed-expenses/:fixedExpenseId?,user,SAVING,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=MERGE_AS_PARENT_SCREEN_STATE,features/plan/screens/FixedExpenseFormScreen.tsx,,,,,,zip:SCR-009-V001__saving/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-037,stitch_salary_hijacking_design_system_classified.zip,SCR-005-V002__salary-home-default,P1,급여,SCR-005,SCR-005-V002,/salary,user,DEFAULT,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT; HTML_PRIMARY_REFERENCE_REQUIRED,features/salary/screens/SalaryHomeScreen.tsx,,,,,,zip:SCR-005-V002__salary-home-default/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-038,stitch_salary_hijacking_design_system_classified.zip,SCR-006-V004__delete-not-allowed,P1,지출,SCR-006,SCR-006-V004,/expenses/:expenseId?,user,BLOCKED,modal must be implemented as native production route/state/overlay without WebView or PNG background; action=EXTRACT_AS_REUSABLE_DIALOG,features/expenses/screens/ExpenseFormScreen.tsx,,,,,,zip:SCR-006-V004__delete-not-allowed/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-039,stitch_salary_hijacking_design_system_classified.zip,SCR-018-V002__offline-preview,P1,커뮤니티,SCR-018,SCR-018-V002,/community/posts/:postId,user,OFFLINE,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=MERGE_AS_PARENT_SCREEN_STATE,features/community/screens/PostDetailScreen.tsx,,,,,,zip:SCR-018-V002__offline-preview/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-040,stitch_salary_hijacking_design_system_classified.zip,SCR-024-V002__offline-preview,P1,사용자,SCR-024,SCR-024-V002,/my/posts,user,OFFLINE,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=MERGE_AS_PARENT_SCREEN_STATE,features/my/screens/MyPostsScreen.tsx,,,,,,zip:SCR-024-V002__offline-preview/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-041,stitch_salary_hijacking_design_system_classified.zip,SCR-021-V005__account-restricted,P1,사용자,SCR-021,SCR-021-V005,/my,user,RESTRICTED,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=MERGE_AS_PARENT_SCREEN_STATE,features/my/screens/MyPageScreen.tsx,,,,,,zip:SCR-021-V005__account-restricted/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-042,stitch_salary_hijacking_design_system_classified.zip,MOD-005-V001__news-mission-complete,P1,모달,MOD-005,MOD-005-V001,overlay,user,SUCCESS,modal must be implemented as native production route/state/overlay without WebView or PNG background; action=EXTRACT_AS_REUSABLE_DIALOG,features/lv-up/components/MissionCompleteDialog.tsx,,,,,,zip:MOD-005-V001__news-mission-complete/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-043,stitch_salary_hijacking_design_system_classified.zip,SCR-020-V003__edit-comment,P1,커뮤니티,SCR-020,SCR-020-V003,/community/posts/:postId/comments,user,EDIT,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT,features/community/screens/CommentThreadScreen.tsx,,,,,,zip:SCR-020-V003__edit-comment/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-044,stitch_salary_hijacking_design_system_classified.zip,SCR-014-V002__share-review,P1,레벨업,SCR-014,SCR-014-V002,/lv-up/news,user,SHARE_REVIEW,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT,features/lv-up/screens/NewsLvUpScreen.tsx,,,,,,zip:SCR-014-V002__share-review/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-045,stitch_salary_hijacking_design_system_classified.zip,SCR-026-V002__inquiry-detail-answered,P1,고객지원,SCR-026,SCR-026-V002,/my/inquiries,user,DETAIL,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT,features/support/screens/InquiryScreen.tsx,,,,,,zip:SCR-026-V002__inquiry-detail-answered/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-046,stitch_salary_hijacking_design_system_classified.zip,SCR-027-V001__notice-list,P1,운영,SCR-027,SCR-027-V001,/my/notices,user,DEFAULT,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT,features/support/screens/NoticeScreen.tsx,,,,,,zip:SCR-027-V001__notice-list/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-047,stitch_salary_hijacking_design_system_classified.zip,SCR-021-V006__my-page-alt,P1,사용자,SCR-021,SCR-021-V006,/my,user,DEFAULT,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT,features/my/screens/MyPageScreen.tsx,,,,,,zip:SCR-021-V006__my-page-alt/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-048,stitch_salary_hijacking_design_system_classified.zip,SCR-024-V003__offline-preview-alt,P1,사용자,SCR-024,SCR-024-V003,/my/posts,user,OFFLINE,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=MERGE_AS_PARENT_SCREEN_STATE,features/my/screens/MyPostsScreen.tsx,,,,,,zip:SCR-024-V003__offline-preview-alt/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-049,stitch_salary_hijacking_design_system_classified.zip,SCR-017-V004__community-state-board,P1,커뮤니티,SCR-017,SCR-017-V004,/community,user,MULTI_STATE,multi_state_board must be implemented as native production route/state/overlay without WebView or PNG background; action=SPLIT_INTO_COMPONENT_STATES,features/community/screens/CommunityScreen.tsx,,,,,,zip:SCR-017-V004__community-state-board/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-050,stitch_salary_hijacking_design_system_classified.zip,SCR-003-V002__account-info,P1,인증,SCR-003,SCR-003-V002,/auth/signup,user,INPUT,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT,features/auth/screens/SignupScreen.tsx,,,,,,zip:SCR-003-V002__account-info/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-051,stitch_salary_hijacking_design_system_classified.zip,SCR-007-V001__no-new-notifications,P1,알림,SCR-007,SCR-007-V001,/notifications,user,EMPTY,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=MERGE_AS_PARENT_SCREEN_STATE,features/notifications/screens/NotificationsScreen.tsx,,,,,,zip:SCR-007-V001__no-new-notifications/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-052,stitch_salary_hijacking_design_system_classified.zip,SCR-020-V004__reply-compose,P1,커뮤니티,SCR-020,SCR-020-V004,/community/posts/:postId/comments,user,INPUT,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=IMPLEMENT_AS_SCREEN_VARIANT,features/community/screens/CommentThreadScreen.tsx,,,,,,zip:SCR-020-V004__reply-compose/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
STITCH-053,stitch_salary_hijacking_design_system_classified.zip,SCR-008-V002__budget-summary-alt,P1,계획,SCR-008,SCR-008-V002,/plan,user,SUMMARY,screen must be implemented as native production route/state/overlay without WebView or PNG background; action=NORMALIZE_BRAND_AND_MERGE,features/plan/screens/PlanScreen.tsx,,,,,,zip:SCR-008-V002__budget-summary-alt/screen.png,,,,,UNVERIFIED,,artifacts/qa/stitch-classified-catalog-summary-20260724.json,bbb7410fbbaeb784b9a4026f65154f94794ac0b4
