METHOD,PATH,DOMAIN,REQ_ID,AUTH_REQUIRED,ROLE_PERMISSION,OWNERSHIP_RULE,REQUEST_SCHEMA,RESPONSE_SCHEMA,SUCCESS_STATUS,ERROR_CODES,RATE_LIMIT,DB_TABLES,AUDIT_EVENT,CURRENT_IMPLEMENTATION_PATH,CONSUMERS,PHASE_3_STATUS,PHASE_3_EVIDENCE
POST,/admin/api/v1/community/posts/{postId}/restore,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
DELETE,/admin/api/v1/community/posts/{postId},ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/admin/api/v1/reports,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/admin/api/v1/reports/{reportId}/resolve,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/admin/api/v1/notices,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/admin/api/v1/notices,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
PATCH,/admin/api/v1/notices/{noticeId},ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/admin/api/v1/notices/{noticeId}/publish,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/admin/api/v1/notices/{noticeId}/unpublish,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
DELETE,/admin/api/v1/notices/{noticeId},ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/admin/api/v1/ads/campaigns,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/admin/api/v1/ads/campaigns,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
PATCH,/admin/api/v1/ads/campaigns/{campaignId},ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/admin/api/v1/ads/campaigns/{campaignId}/activate,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/admin/api/v1/ads/campaigns/{campaignId}/pause,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/admin/api/v1/ads/reports,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/admin/api/v1/growth/tasks,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/admin/api/v1/growth/tasks,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
PATCH,/admin/api/v1/growth/tasks/{taskId},ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/admin/api/v1/growth/contents,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/admin/api/v1/growth/contents,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
PATCH,/admin/api/v1/growth/contents/{contentId},ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/admin/api/v1/growth/contents/{contentId}/review,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/admin/api/v1/growth/contents/{contentId}/publish,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/admin/api/v1/growth/contents/{contentId}/archive,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/admin/api/v1/audit-logs,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
GET,/admin/api/v1/admin-role-members,ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
PATCH,/admin/api/v1/admin-role-members/{adminId},ADMIN,ADMIN-PHASE1,YES,ADMIN_RBAC_OR_MFA,SERVER_RBAC_PERMISSION,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/admin.routes.ts,apps/admin,PARTIAL_RBAC_TEST_PASS_MFA_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/auth/register,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_LOCAL_CONTRACT_STAGING_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/auth/login,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PASS_LOCAL_CONTRACT_STAGING_RUNTIME_UNVERIFIED,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
POST,/api/v1/auth/social-login,AUTH,AUTH-PHASE1,YES,PUBLIC_OR_SYSTEM,PUBLIC_OR_SYSTEM_POLICY,PHASE1_SCHEMA_CONTRACT_REQUIRED,STANDARD_API_ENVELOPE_FINAL,201_OR_200,ERROR_TAXONOMY_FINAL,AUTH_MIDDLEWARE_RATE_LIMIT_POLICY,PHASE2_DB_MAPPING_REQUIRED,AUDIT_OR_DOMAIN_EVENT_REQUIRED,services/api/src/routes/auth.routes.ts,apps/mobile,PARTIAL,Local route/repository contract tests PASS where named; staging full account lifecycle E2E not executed in Phase 3.
