requirementId,namespace,priority,requirement,implementationPath,apiEndpoint,dbTable,calculationRule,unitTest,integrationTest,stagingRuntime,evidence,status
PAY-006,PAY,P1,6.2 급여,services/api/src/routes/payroll.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/payroll/*,"payroll_plans,payroll_calculation_snapshots",server-authoritative payroll-v2-cycle-kst where covered by 0017; endpoint lifecycle broader than current evidence,services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
PAY-007,PAY,P0,6.2 급여,services/api/src/routes/payroll.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/payroll/*,"payroll_plans,payroll_calculation_snapshots",server-authoritative payroll-v2-cycle-kst where covered by 0017; endpoint lifecycle broader than current evidence,services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
PAY-008,PAY,P1,6.2 급여,services/api/src/routes/payroll.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/payroll/*,"payroll_plans,payroll_calculation_snapshots",server-authoritative payroll-v2-cycle-kst where covered by 0017; endpoint lifecycle broader than current evidence,services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
PAY-009,PAY,P1,6.2 급여,services/api/src/routes/payroll.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/payroll/*,"payroll_plans,payroll_calculation_snapshots",server-authoritative payroll-v2-cycle-kst where covered by 0017; endpoint lifecycle broader than current evidence,services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
PAY-010,PAY,P1,6.2 급여,services/api/src/routes/payroll.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/payroll/*,"payroll_plans,payroll_calculation_snapshots",server-authoritative payroll-v2-cycle-kst where covered by 0017; endpoint lifecycle broader than current evidence,services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
PAY-011,PAY,P0,6.2 급여,services/api/src/routes/payroll.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/payroll/*,"payroll_plans,payroll_calculation_snapshots",server-authoritative payroll-v2-cycle-kst where covered by 0017; endpoint lifecycle broader than current evidence,services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
PAY-012,PAY,P1,6.2 급여,services/api/src/routes/payroll.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/payroll/*,"payroll_plans,payroll_calculation_snapshots",server-authoritative payroll-v2-cycle-kst where covered by 0017; endpoint lifecycle broader than current evidence,services/api/tests/payroll-db-repository.test.ts; services/api/tests/financial-phase4-payroll-cycle-migration.test.ts,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
HOME-001,HOME,P1,6.3  급여 홈,services/api/src/routes/payroll.routes.ts; apps/mobile/app/(tabs)/salary/index.tsx; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/payroll/home,"payroll_plans,daily_budgets,variable_expenses,savings_plans",server-authoritative payroll-v2-cycle-kst where covered by 0017; endpoint lifecycle broader than current evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
HOME-002,HOME,P1,6.3  급여 홈,services/api/src/routes/payroll.routes.ts; apps/mobile/app/(tabs)/salary/index.tsx; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/payroll/home,"payroll_plans,daily_budgets,variable_expenses,savings_plans",server-authoritative payroll-v2-cycle-kst where covered by 0017; endpoint lifecycle broader than current evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
HOME-003,HOME,P1,6.3  급여 홈,services/api/src/routes/payroll.routes.ts; apps/mobile/app/(tabs)/salary/index.tsx; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/payroll/home,"payroll_plans,daily_budgets,variable_expenses,savings_plans",server-authoritative payroll-v2-cycle-kst where covered by 0017; endpoint lifecycle broader than current evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
HOME-004,HOME,P1,6.3  급여 홈,services/api/src/routes/payroll.routes.ts; apps/mobile/app/(tabs)/salary/index.tsx; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/payroll/home,"payroll_plans,daily_budgets,variable_expenses,savings_plans",server-authoritative payroll-v2-cycle-kst where covered by 0017; endpoint lifecycle broader than current evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
HOME-005,HOME,P1,6.3  급여 홈,services/api/src/routes/payroll.routes.ts; apps/mobile/app/(tabs)/salary/index.tsx; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/payroll/home,"payroll_plans,daily_budgets,variable_expenses,savings_plans",server-authoritative payroll-v2-cycle-kst where covered by 0017; endpoint lifecycle broader than current evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
HOME-006,HOME,P1,6.3  급여 홈,services/api/src/routes/payroll.routes.ts; apps/mobile/app/(tabs)/salary/index.tsx; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/payroll/home,"payroll_plans,daily_budgets,variable_expenses,savings_plans",server-authoritative payroll-v2-cycle-kst where covered by 0017; endpoint lifecycle broader than current evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
BUD-001,BUD,P1,6.4 계획·일일예산,services/api/src/routes/daily-budgets.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/daily-budgets/*,daily_budgets,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
BUD-002,BUD,P1,6.4 계획·일일예산,services/api/src/routes/daily-budgets.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/daily-budgets/*,daily_budgets,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
BUD-003,BUD,P0,6.4 계획·일일예산,services/api/src/routes/daily-budgets.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/daily-budgets/*,daily_budgets,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
BUD-004,BUD,P1,6.4 계획·일일예산,services/api/src/routes/daily-budgets.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/daily-budgets/*,daily_budgets,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
BUD-005,BUD,P0,6.4 계획·일일예산,services/api/src/routes/daily-budgets.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/daily-budgets/*,daily_budgets,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
BUD-006,BUD,P1,6.4 계획·일일예산,services/api/src/routes/daily-budgets.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/daily-budgets/*,daily_budgets,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
BUD-007,BUD,P1,6.4 계획·일일예산,services/api/src/routes/daily-budgets.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/daily-budgets/*,daily_budgets,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
BUD-008,BUD,P1,6.4 계획·일일예산,services/api/src/routes/daily-budgets.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/daily-budgets/*,daily_budgets,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
BUD-009,BUD,P1,6.4 계획·일일예산,services/api/src/routes/daily-budgets.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/daily-budgets/*,daily_budgets,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
BUD-010,BUD,P0,6.4 계획·일일예산,services/api/src/routes/daily-budgets.routes.ts; services/api/src/repositories/payroll.repository.ts; database/migrations/0017_payroll_cycle_recalculation.sql; database/migrations/0018_variable_expense_refund_column_repair.sql,/api/v1/daily-budgets/*,daily_budgets,domain CRUD/calculation contract requires full staging runtime evidence,PHASE_4_PENDING_OR_EXISTING_DOMAIN_TEST,scripts/e2e/financial-staging-core.mjs,PASS_CORE_STAGING_RUNTIME_BROAD_GATES_PENDING,"Phase 4 evidence: payroll repository test stores payday-cycle plans under payroll month; migration 0017 replaces server recalculation with KST payday-cycle boundaries and formula_version payroll-v2-cycle-kst; migration 0018 repairs missing live variable_expenses refund columns required by the recalculation trigger; staging Neon branch br-fragrant-sky-aj5kk2c3 verified helper/function definitions, 25-day cycle boundaries, refund columns, and migration ledger 18/18 VERIFIED_APPLIED. Public staging core financial API E2E passed via scripts/e2e/financial-staging-core.mjs with sanitized evidence in docs/financial/STAGING_FINANCIAL_E2E_EVIDENCE.json. Financial direct-ID matrix, broad concurrency, and finalization/cumulative runtime gates remain pending.",PARTIAL
